"HolderAddress","Balance","PendingBalanceUpdate"
"0x5e403f163825786b2f253c9c9c755c7ffc5a7b64","70200","No"
"0x5e8cfe345d1defb683065bf0c61c606e4ad03c09","570000","No"
"0x5eb3da3fe0f2c91b677e17c07a616dd5e7e97cd7","29010.15","No"
"0x5f20d84dbfce7d9bd5b43dd22e650e1ef017c011","96525","No"
"0x5f35c52720a2c9b20b85be6fcdec0e31c5ef9b88","34277.5441257158","No"
"0x5f81bb2a4b53ad28a2d81f28698d6672f50a1158","20","No"
"0x5fad77e5a483aad5a775c9e2fc4bbf5182e2ee7a","17000","No"
"0x5fd4fb84eb21d0da3046951a525bd2e11db3e4c1","29634.1267838923","No"
"0x6001c39174ed826b5d28e4791c4aa96a945258da","1350406","No"
"0x600aa1a95941ab4f64ea14bbcb65cf4961438e5c","2170.91152501619","No"
"0x603f63c402a62b6e90b7a39afbb87a59232030fe","7946.936","No"
"0x6040899959a8861e93238265376b27072416596d","100000","No"
"0x604f95cfc111008eb7e24606e6ef4595d70190db","9737.97047335138","No"
"0x61082658cadb769f286bc20bd9f2660068b7a659","91588.3104464982","No"
"0x6167b4fd0477ee2abb4b5f017200ce86b08ee050","1179.73096554851","No"
"0x618f9c976d5711d74463df8e71e3af358ea4f634","11940.7362166731","No"
"0x61a06b9e8b1d8d167f8b671f881cf6ec49d746e1","1105.37120987197","No"
"0x61cd93364ba844dd1880b26254132e782427b1b0","0.518","No"
"0x623a184f4b963b98dc85d7f578d0728f456b2731","118303.959830711","No"
"0x62f7c9e6cd838e5f48d4083f08b97d05b31418bb","37040.3562837538","No"
"0x631c5c638e27962ec92391b0a7c7c1b6ca14df14","4152.475","No"
"0x634d3457302335b12b79da8aa130d87ac473b3b2","417.916234630958","No"
"0x6356238ea8dc4fd15b293c6827a4637873723583","8455.81454440393","No"
"0x636853badd6fb9da3eccc3effe6d003c5280ef14","14978.669","No"
"0x63980d84831b4dd30d0e3626f38798755e72a5f2","4173.08743344259","No"
"0x641552f5fa1f48a7f74d70da4af9cc397a897e51","94239.2790202222","No"
"0x6422c538c5ab65b2b19641e1c13c9dfa6d47cc83","40051.5321021393","No"
"0x64301121aa1351a9f50ce075cddf37958b45a643","8930.86327076981","No"
"0x649d4866e641ec22c2c4ebfe5224f3afd72fb820","82104.165","No"
"0x65c9f20ed19c5675e5bf4d6e6f1ae2899723a17a","80375.4144057411","No"
"0x65ec6a89cd3424adbf4c4ab5dff83f3dad7177d8","76912.242","No"
"0x6674d1c75384465a09855719a94e13b5b8591302","123881.126986935","No"
"0x6686a313a6e8163fcf7b3db1b453f2eb39b913fc","760","No"
"0x66a12b0086e0320f2e6e26c6ff93157c0c365cfb","18575.9198522412","No"
"0x66c0ff9250a2fcd9f0274191900c3429c17ae7bf","8939.61814460605","No"
"0x677029e369dfb8fc1474810f20fffc43c49fabf5","3737.25262856242","No"
"0x67b3ed835089a3f6c9159a02cf8b5a1d20365187","143222.04","No"
"0x67e415094d9d84dbda99ec4b6e6455b8c3da8f32","11580.0886764725","No"
"0x68298c30288c1beb947e6b0d9eabf49fa4ec6174","800000","No"
"0x68575571e75d2cfa4222e0f8e7053f056eb91d6c","2200","No"
"0x6870a0911fb1f645d5c93e1b29f57e12241011ec","449948.901320379","No"
"0x68904281f145ca7bcda7dd583f7bd48ceec87982","6532.891","No"
"0x693c188e40f760ecf00d2946ef45260b84fbc43e","1","No"
"0x6962276f9d0ab14837cb357479518ecd3e53f1eb","9689.60564881969","No"
"0x69699945db27e4013994e0b2d80065e96e36f443","4999","No"
"0x69749ff7b20980b5da84e1e12efb2f83897924e7","43146.767","No"
"0x697e12a5a856a67e09d514cb1b6f7a1d5eb6e706","22668.0782273043","No"
"0x6a8a1a7af701809f0a3105f9b8cc83fcd0421eb0","2452.33863490292","No"
"0x6b18bf88634d7365c753efdae69ff21ed8d65d4b","50622.975","No"
"0x6b32a21de45d7df8968eb88a7ea18b25ec1229cd","3029061.8068975","No"
"0x6b88864e14f74df51e177d0ee5a049418f982c00","8387.29713360744","No"
"0x6b90beb7916a9168ca2ab0a938991b0bbac176ad","5636","No"
"0x6cad3333e8cc4b5a3ae18ccb3dde8777923ff101","2000000","No"
"0x6ce0a39c6c39fe8becd15d4c103dc9e647efce2a","1137.196","No"
"0x6d26d2b84cb2c7d8866ff694efc41ef1ed4c242a","1048","No"
"0x6d30125e4f7c027d0a04f3590255d064d9d1be93","15091.9904561713","No"
"0x6d8b9d75438da9a3142636dba3cc06241bf88e7c","11721.645","No"
"0x6dab014bd8273fa8fdf3f8231f772192641e5a84","2569.63743239044","No"
"0x6dd595a39b0f2e3640861132accf1fc9690c388a","47536.1947807141","No"
"0x6e733b4ff273e8ece4581f130b25d909cc3c105e","1000","No"
"0x6e8c36e82c2e7bafb730dc988840c4d71c6545c5","3657.7843165783","No"
"0x6ecd0624c536f6ff485acdcb5b760ddd7bf02258","6190.27364945389","No"
"0x6f5c678e1d3c83fb5f31ec2fe5930eac801f9884","165190.42","No"
"0x6f7c550e4a5e3a15c952126d40ec6699f6109935","27581.4118331193","No"
"0x70b0b37216eb2a7a3cf1fd4f146e1f2b050127b6","9551.84123926965","No"
"0x70d23b883891883d35fe21f00905967ba3807f1f","9976.936","No"
"0x7112e07d6602c28180a55dd768fb3e36b5931561","483620.765","No"
"0x71161687463077a32982b25cc34c2f562231012d","4668.82156549916","No"
"0x712dfafcfdaa90dd60f71a09ae9a9891d0748604","58278.2394913878","No"
"0x7138f025e72a4facf90c29fc5854a19ed2272e87","37081.3308025033","No"
"0x7158e32ce73bb33d6cfbfb26329ea59a71d10b21","6022.15497340752","No"
"0x71cf600cf7a2472d5bc1787fb7281c082fc69f9e","20064.782","No"
"0x71da7f16c8a77fc69509c2297b4f6b599484c043","38856.6063230724","No"
"0x721de826f3ce61733bcee90b9d1b6594b468ef84","7800","No"
"0x72802e487ca729980a099ce2ac3056967fc31e21","48755.1538581064","No"
"0x72ca5283dbbbf332557a91623e80b9676f95a1ec","11288.9693794294","No"
"0x72e489ee7ee5acae38ee47dd65d65b2dfcd4a877","10100","No"
"0x72e5263ff33d2494692d7f94a758aa9f82062f73","960816.074175115","No"
"0x7364b979318d78222a1531dd60cc08e0b38d8d8b","1448857.50459413","No"
"0x7371b11d13dcf4e02c3662cdacf77dd4161adbc6","22542","No"
"0x738a74ca5ce0c6988f76a424d5c8e79f9e8c91b6","23055.0831355419","No"
"0x73d6a017a55c95ddf6804d7c5cb73e0008e13ac7","20075.936","No"
"0x74120563ecb59d7399f75da73c7c8c6df0f86e90","195307.886127661","No"
"0x7414d69d2bdd1e59fbf3db21cd08a8550293e9a5","5150","No"
"0x7430a657f87e3ea6aba550569d5a6ac0f96b0414","2697.13425891506","No"
"0x743ccf7d61a9c4b772617f3b681960c58495c949","7789.30445418367","No"
"0x74516637f8f2ba9d3c3090571f85ee4e9fe5d044","63678.0140206473","No"
"0x74a8782cebcc582213fe84d0b5e640a7aa809ae6","30069.0596581421","No"
"0x74ad75fe06a77339347f284b1b86ea82df437abc","10653.5075989716","No"
"0x74b964e9dd8f4abdcf6e9bca197d59c4b84d9f19","2100","No"
"0x74be5f2fd0272c47839ced39adcaa4f181f1233f","55677.809","No"
"0x74f6d130cfb6fd838aa0e8fdc0dc500e048cc5b0","7026.76590283762","No"
"0x75b8c33e852f09dc82bf9c9ef480d63009ee7dff","10000.768","No"
"0x761fc46ec075c576db6e105421da737ff2e0743c","45916.6988506828","No"
"0x7662292b3e1d82575b6a79f93dc7c1b28c5d4443","12368.4216618384","No"
"0x76780454cdc335f547784b6f4e5083c22f4dee0b","16843.8883767465","No"
"0x76ab068efbe48db6877d7687d4f0d1a2228fbe61","29717.1063862562","No"
"0x76cc4a1f57d390c49dccd1ba7dc5ed03844a5d4b","20","No"
"0x770e03a11bf9f60d16f578241a4548575aeb3b1a","19815.3838833635","No"
"0x771188222a8182eafc5f8ffadbbadfeb4737c2bb","4240.68539497214","No"
"0x773cd1eed5e018d1e4903dda602a28203a97cc57","57766.199773591","No"
"0x775142b4ba517118f0d7de6398821e48e6597568","12434.0910786457","No"
"0x7798a713527ebd61fa6fcf3136b68909be0a611e","32254.625","No"
"0x77e9b2b7c3ab29d765c9c34220ecc1c38e0c33db","549.079587305708","No"
"0x7915e66b491c0e0d6e4f2d00c398866332b7c167","6398.58493891815","No"
"0x798108a6b1aff4354c6949ee80471bf69205c523","25673.305","No"
"0x79a996150a2ac80b9b9b5e31ba2d859c7e3f0df6","28296.1552862193","No"
"0x7a646dd33bc67170adc9394171172ca48c05e13f","1.5250615261471E-05","No"
"0x7b0ae0419ca7c0f5d3670ad8a8d6f1c63e48dff0","52009.9530563983","No"
"0x7b521dd7d98bbd54d369770583b3c7478e9ae534","460128.355350934","No"
"0x7c3928f5b6cda431fedf4a3fa9edea5e558972e6","1780681.285","No"
"0x7c4fb534c3b9718e8a6cfc96d74d748f77cfac80","14235.7136458074","No"
"0x7c699ce4185d53d12c1e68560ee456bedce52b03","25000000","No"
"0x7cb57b5a97eabe94205c07890be4c1ad31e486a8","201275.21","No"
"0x7cccd6a710a9f664ebcaae8563dd3f8f4270c7e3","50000","No"
"0x7d31732fee81a13635a83e912dff419c199227a8","40000","No"
"0x7dbb8648729539ba480033bd85b7d8c0d83cac15","5185.74400869655","No"
"0x7dd9bfd03706a340ff7f3dca6611b36553797752","4557.75677621283","No"
"0x7ddd96c8daf2fbdc6890d8c9f27f1ee5eb31a972","12500","No"
"0x7e3ca464db06ef577270e11e1b2d75b552099336","14690.3379358474","No"
"0x7e510e759fd33d9529365fee11104b03a191e306","3282210.725","No"
"0x7e590f5161aca9923e8296b272d290225be76196","4778.79642429805","No"
"0x7e9abdd16ccfed9d80bb04a49cd3514c32ec84aa","26783.9198956368","No"
"0x7f0f4aa2ef0326ab16d45262935348a9da8bb0bf","4533.105","No"
"0x7f5d7964c8569252aa781f4c516d240965dddab5","113496.257453901","No"
"0x7f7c5b75c6dd4239cc859aea6b77e8ef62267949","5","No"
"0x7f976bc76e1c4529d13a15636bcab34ac3ea1439","2565","No"
"0x803b66997aa50c08480c305c7d4fda49310dc4e8","11327.9685869742","No"
"0x8070f6ac248e4e523f4806bac33c90d39e072848","153253.071","No"
"0x808b30ddaa9b2a1724e7d6781ca5f0bbbd910622","21462.1039565893","No"
"0x80c53d18c9769aef7be2c574308615c53ab8aad5","703105.761306918","No"
"0x80d9f008ce876a99fd0f73963ae0b0170a88f418","71722.718","No"
"0x81868bf0f89b2f61327b5e19ee67eaebb222056b","28564.8326801567","No"
"0x8195074b2ddb7350eb3ea8471fc61cffa3201edf","1","No"
"0x8198dbb5430a27d764250a2aa4aa7451b4673733","4776.79986070261","No"
"0x819f35f481b8cc0f4e8dda069b0d685caa8d8f9c","16853.0382644722","No"
"0x81afbaecdfa120ea7872245c51bd33b44bae14e2","4987","No"
"0x81bc7b618245eaa600f14a83b96d43230d2f51c4","48304.54121273","No"
"0x825e000478a26018579130cdd84c3691cdeb4913","23464.2679948037","No"
"0x8264c772927ce782b656764f82922338b0790b54","11929.1188157022","No"
"0x82d8d99955e38239d865a9dd0d44ef5dd06ba99c","80369.5010231792","No"
"0x844d6c2d0b60830c6d03b3ec02ecc5251a8dc69c","1500540.04449901","No"
"0x846b04fa9fe51a69fcfc898240fbd2d263614ecd","5504","No"
"0x847e65bc9e6eff1b4c7edcab636f3c9ae5ad296d","9091.34820202125","No"
"0x84c3b21cd16d5bb44073bcca42f726bc3867d927","31049","No"
"0x85225ea8165627fe841c716c454d50390a1dfef1","1191.11641383894","No"
"0x852a8bea761e04ba3f852c402675b64058e2e89d","31779.3308301403","No"
"0x855b9ae3bf88f11e97dda0c8ebf819b41fbfa806","46847.5161705324","No"
"0x858656c6d5ec3863f7a3af8913c930d6f4bdbe42","55444.9876899147","No"
"0x85a5b52f308f8b2fc542e9452be9374cd44c7962","5921","No"
"0x862a199ebc489137f678ee988d92725774fbb44e","427843.936","No"
"0x87226f1219185a8a9e39b1cd40d69a3dae54e958","19513.936","No"
"0x8734dce0d7636f3e20a2115193b7a3d10547304c","752894","No"
"0x873c49c781422eef5cebf67ae75e9f117e6a46a5","72164.2015766105","No"
"0x873ce3900750d30b075d0c22e01d5a013311e933","12882.0442268459","No"
"0x877c329770a62c106a230213b667f4cd08298259","37.0674667538126","No"
"0x87907a8209bf5a835a6d0be5b3e86aba19e83d85","77729","No"
"0x8879e459b1da2fc220a54262b0e52be03c19dd64","96000","No"
"0x88b46c3a4b44acbc5dea87aa8f6efa1333f81459","49905.071","No"
"0x88c43e9110cfb993260798d2604efd59a88fef46","5780.43979159152","No"
"0x88d7e4a0fba5890101e8bd226f53daa1075fdddc","4125.79615725052","No"
"0x89fbc692b2526995dc706229b62d3c013b1caa94","40128294","No"
"0x8a41a8cef4fc8bb7d1f5691c80e812212a214d30","40969.4757218657","No"
"0x8a93762633f865ebc425e824f8ac09e1a44ad427","1789399.755","No"
"0x8ab7b42b0e2a44f2c304523edc419cee111aa76c","665.07100203","No"
"0x8acb55c6d6fe96ab8e5ab7970b07f822ff625548","2905.051","No"
"0x8ba79f94ea0b4f474b5db04b59f59d0150109962","72255.105","No"
"0x8bbcb4d259b0f52e4bcf32210cae0bc91a677cdb","225792.88876236","No"
"0x8be9f198e4bfaf19a63c55a82f63a0362e6a8e49","39715.3610517257","No"
"0x8c06a5aa5f7cd3c595001f1b475a8a480c6d9a52","157.311","No"
"0x8c16f7907af1b8ba9947a317c73f82b4a4f9bb6e","30949","No"
"0x8c2140fa1597ba30548b7aea7992730a30bc945c","24735.1444887704","No"
"0x8c2c66405a22e3b4bc0a8f863b7a11f04d796561","105471.122","No"
"0x8c699a889413893ca1f03ba6405ae66c66f955e6","1751109.32413175","No"
"0x8c6a242941b91f312ea038146038bf3d8fbd62b6","2731.59810576407","No"
"0x8caf7c479b8f8e62f68c5126e360b825b471451e","1093.08199999117","No"
"0x8ce16f97141e5917cda1a535748d75afc8ca7708","5086.17","No"
"0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","17526.473952","No"
"0x8d9192a3f835f85c18721127bb7ab17e7db6af8b","11163.6080976345","No"
"0x8dcef6dc5d6ec953204b89dc888ddbbe53c43059","208000","No"
"0x8de2230d6457c536aac11f03b21d8b6136132197","10000","No"
"0x8e7b569eec235242b30f8903c0de90b04c96fb95","1445.66614120843","No"
"0x8e9cd7de32c709eba2925520c5decff577e36781","9488.74603910835","No"
"0x8eae3b8502e7705da32b2682ec5ed104d91f9420","350000","No"
"0x8ecc379c8d744142aff3ea80caf53e3e57779ebd","0.125787879396971","No"
"0x8edb1073df282f130627111be751f668507ba281","128099.62","No"
"0x8f5153a06bf742532800ff151ebe18c17d8254dd","19037.6239505658","No"
"0x9026577bf65fa9e502e1dcc54b0198cf1c88f6c2","10807.3810510144","No"
"0x908924178040cd9a27c391b2f4bdb434859f14c4","3590","No"
"0x90b64ac62f75718f73e070137e049565e023aa6e","902152.94","No"
"0x910411ebf164f1101fb410a16e34e67308005d22","34522.936","No"
"0x912b342e07059df7e20a8dc45f62ddecfff4302e","819703.082","No"
"0x9183b548bda4bc94cf077466b338f43d3ad29db3","311.526675551578","No"
"0x91c3323a922dc6789cef67ce75e2954fc8b21c4a","2750000","No"
"0x91d77a330351c8b0ff0f8b70fdbfa06bf3a5add0","2641.25634504804","No"
"0x922ab52329ddc56f0d9c2fe8975018b38fe420f6","17000000","No"
"0x923fa707e31fb7fc9be2bd8683df88d4d8ccb48c","315011.659143398","No"
"0x92539c88ac3eadc55cf90a8e0b1aa17766430ec9","1088.83427224","No"
"0x925912d5ac9258e7c7c2f2249f0c5f0658dd5c10","2000","No"
"0x92763204e3593b3bb07aa725a957f2b64f8d4f60","16806.3868926487","No"
"0x92811abb2a757b4289bc49fb058c1ce5cd583663","138000.011121922","No"
"0x929bcef6810480d7def5598710104e730a1109a0","60532.0325518981","No"
"0x92a05d270e527441258d3e9fa2589f3207ccd515","73622.6801707921","No"
"0x930c94be0c62e82da579e1a2710a0f5a561357fc","169.436247705555","No"
"0x934e083eeb125fe3c83a4e0a30189ad65536a994","799.936","No"
"0x9373e1136f9a19855b7742257d48daa9e2d5c01e","30355.0491313599","No"
"0x9378e95abc918c3e45ccf8da7f3b4d3a70ea61c2","10000","No"
"0x93e4c0601d10c8578e18e57950cdf85097387878","1260000","No"
"0x93f12ee06c91e8b9f53eb2388723acbcef199e70","6300.75968695923","No"
"0x93f5af632ce523286e033f0510e9b3c9710f4489","53899.8961944516","No"
"0x942c2249c375ac25aad4ed9a0d108a3587a45740","7552.83460401985","No"
"0x94781879b6c0c50056a0e1c0f0a4e78346419dfa","7999","No"
"0x94aefdf791db4428bd897677a464d1bfb356ea85","8087.936","No"
"0x951b169afc2b7ac70799dbad1cfc8f318506f34c","17286.75","No"
"0x955d83ea3cf86dc37591b9e4666ad84e9a5cc35d","541308.43537339","No"
"0x955e680cdbde372e6f087ad39359a335e2f8136d","199177.66","No"
"0x961ed4ca11eb9b72bcb881a43eb6d84ccd6a3f30","4057.07120266369","No"
"0x96a4034e0cfdc1bec345bbd0730344bfbd3da5c3","7234.083","No"
"0x96b5bc7fcd4df689370744c665cbe30531fe2f8d","200371.762921335","No"
"0x96c404e77773a1146ba531b6e6b5bdc78583c171","183658.995","No"
"0x9744e4daccdf1474421177b015ae8cc979942f50","36939.26","No"
"0x979690bd32044dfde62eab2eba688466ab955250","24817.1017215183","No"
"0x97aff317e32a56fb386d3cfa2818638a9a79ee6c","19045","No"
"0x97b60488997482c29748d6f4edc8665af4a131b5","791","No"
"0x98120fcc57d098d78dd6e52894b1feb6aba616a0","11587.0690788418","No"
"0x9885247667560796c88d385c609619a8de1ac1c4","314.561","No"
"0x98b0328c2349144d52f6c7f1375494b0c26d001b","28351.4751156993","No"
"0x994d4f7ee137078bbff4704f90494a15f35a8692","3267.61339988734","No"
"0x99728c02f81cc6568c26f268a988d25d245675e1","5648.58575841553","No"
"0x99a2d56d2dd3f93382cda68ba2d5f4f0e5f255ea","10825.7782948687","No"
"0x99b1e763c57aad0dddc8b1f02127b5e8669c1ae4","30528.525590096","No"
"0x99df5de881c0eddbe79fba95edcfe38f5e33c1a7","17637.372665485","No"
"0x9a75d93f1eddd752b4246c92340b2e7dacccb67f","4677.96019028821","No"
"0x9a857d68e598787e0dbb8aa3c2b61da709c083de","5220.02670445259","No"
"0x9a865ce88d9dbcc8a25004513297052bb62b023a","59837.604","No"
"0x9a8d34218e5ad4d970f0432f6b4ddff5e5a7ff60","4695.76101137775","No"
"0x9a9ac537c4dd86d534a069bd0e858c127c5aa47c","10615.0047522845","No"
"0x9b24a301ecbf3d1c006e1d76bafda44b0f17b0a4","28385.39","No"
"0x9b2f1e322d133577c1ea8ead8eba2ec727b35bb2","44569.5553527814","No"
"0x9b76f74f6533145c1f7a65a269c8d574f7adc9e1","42030.8183399855","No"
"0x9ba9d4c485f9d90178949614a22d34d95c3f467d","76089.8290788356","No"
"0x9c0900df1ecd97d5ca973eea2377c05579e10130","14825.9797519314","No"
"0x9c4bc3f8b627e110b7339771fe582885ea8b51a5","41927","No"
"0x9c8f005ab27adb94f3d49020a15722db2fcd9f27","12783.5897418925","No"
"0x9ca72e1ffaebc2baf47f5320eded3499403a9af0","174324.15","No"
"0x9cb6247bf9e22da514b1b32acae28c560c73d848","1112","No"
"0x9ce611357a021c20419533fe07c4d328aa311475","19855.119733958","No"
"0x9d282ea6bdb985f49cd865080a357578d4b6292d","3202.50245099739","No"
"0x9d3cd1ebf7de2c9cf20bdeb3b505226b97b3ec65","245925.315419947","No"
"0x9d810070ce5bcf421603cbcd44ad03cf106a1756","3069.12055748587","No"
"0x9dab4f1a72f41ca40876f4465de95a456106dda7","0.656732426290325","No"
"0x9db49649d1d237138e7689d013348a906f20a742","1001929.30612491","No"
"0x9dfbbd38792b4430e8ec1e06b84a399475a8035f","0.99881274","No"
"0x9e4c379d8d4762379c9ec924dc0b297e0cc8e038","72536.3764738489","No"
"0x9f8d39a5f9152916c5a49cc284a8fe87f32c1c90","4529.21794779276","No"
"0x9f90cdcf2105a199d485caa398e9fa956265d479","6438.93751642398","No"
"0x9f966b05ba5e968c939348daf6ed8cc3efb417f6","43500","No"
"0xa054ea125f923a13e18b32dc9ed2390be88cf0c6","14159.4609980914","No"
"0xa088c809f08dcbb1b932fab5d93f28acc9e6702d","26468.0172986193","No"
"0xa0b7a66f7d3a631e7a5abdd60c66c2a1b15e38b7","90022.725","No"
"0xa11bd96e70d88d09cd7939ba3303b30ad2e50570","300","No"
"0xa1a1feebcb0c05932e371afb36b1bc317fe02481","52825.5","No"
"0xa1dc29270c60dd37d64643d20151b7ee1806b776","0.14","No"
"0xa1f1371adef6418368859bc6827c11ffc3f863ad","32991.7016815696","No"
"0xa222d5f9ba59ea83d7df6b7b3e3a5df38e9febe1","35390.6593100085","No"
"0xa2430653916541a2b199b2a68dc468070eae0b7c","53060.936","No"
"0xa2502ccfdb4a1a6c290de057ce7f12a44b60a1eb","25405.9443615621","No"
"0xa275112f658afd95da598604f5622aa1fa6ed5d9","12059.8024196793","No"
"0xa2883a2b6d953f8d41b767ce9d4ecb749ccc0732","1213.42427424707","No"
"0xa2a2775296e1a69a33ded88506c49f94ae38effe","175000","No"
"0xa2e4e2cd0a5819fd241fc669f88539ac778d9499","7112.7712833433","No"
"0xa2edd213cf55fb74a4da4764501d0bc41a66bf3f","7485","No"
"0xa37675790b016acf1bf8618417ebfa7e74f3a0b4","558.669730540121","No"
"0xa3d3ff866092341374273c91b50b8a4ce3bcc8ca","17580.664","No"
"0xa3efdf479c768a2262530e87285afa52662d7548","325042.516","No"
"0xa438a51f7fb28d4c5b9b78563dfab4010eb2ed06","2762.11907097357","No"
"0xa45241d6c944616918e2b91c467e0b2c29b50201","575957.928338183","No"
"0xa47526ac03cdefdde320f5e8d3f2cd3765b1eb73","15186.030069825","No"
"0xa4bd82608192eddf2a587215085786d1630085e8","33861.9084291117","No"
"0xa551c94b5c31361776e5491fdd1fa5389918bdcd","9363.936","No"
"0xa5593847f5965998510b2f50eff7a81201f4ccd3","6845.733","No"
"0xa57f48b0ff4f31e8b07f06c8007557144fcccfec","10793.25","No"
"0xa6122a445f1d226dfd23ef164af0daf0ef4618b2","7014.23560585018","No"
"0xa748eb00dfa767709a2289114afc05e5ac6a918e","15676.2389010049","No"
"0xa78b8a38e88e2e3d9fa247d4063033a9bf5e8e3f","10615.3453662363","No"
"0xa7ac277e158f428ef9dc87296ec35186adcdaba6","17052.6624938332","No"
"0xa7ad98ff3de7d9cb6c0edfd398472cc48e54e42f","39487.5","No"
"0xa7d30f0d3f3c8eb21a5388f5f5b8531685bc68ed","20354.3617636225","No"
"0xa7d7ac8fe7e8693b5599c69cc7d4f6226677845b","125974.455765236","No"
"0xa83c02e8675b662c92bab635de1dd69d265f4344","2044889.57783108","No"
"0xa958ea41b20f327f16bd5d3d59e2d11f3ec4592f","362.83","No"
"0xa976cbc7030519957935ef17d70edff5ea262444","68249.1858335494","No"
"0xa9ddc3383ab709ea54ab5b4f9f89f57e60eb2f4f","7290.42907001487","No"
"0xaa58be2567e2cd5233e636bc0b4edba6fae50fe6","711999.852583923","No"
"0xaa7f629deb505756578aaa5b9e14b282369c29f8","131487.255","No"
"0xaad36b96b2fe8348a75568cd6afa61005754288d","5822.24534198527","No"
"0xab0db59e894d681335fe130c647ee95ec4d85603","49826.561","No"
"0xab2b4e053ceb42b50f39c4c172b79e86a5e217c3","76233.69","No"
"0xab30b645c1431db0ea926529113bfaf9d6c7b3d2","24173.533","No"
"0xab50353f36485864f53b4e9025e7059ded04f70c","30084.5879048246","No"
"0xac8de53bc780e1318e3818c23746976dc1dde9d0","12347.25175118","No"
"0xac999d78265bf59b676ca91b44220744cb511606","967","No"
"0xaca1901ee650cddaa811247611e83e2b4a24d70f","323865.891269","No"
"0xad285fdedfc0d5f944a33e478356524293c7ec68","48105190.0976206","No"
"0xaf17d7d289e229ca73ac55f9427fef64d9d84225","30998.242","No"
"0xaf2dfd0ffb75d1fbe41463fe01b3922af2ec98d3","233056.851401104","No"
"0xaf5d35036824efa94f6aa0fe5e1fab57aa3271d6","1574.332","No"
"0xb08f2db3e3448597f3ee58b73b3f2eb8718a6ca2","401191.13","No"
"0xb0a0782b12a31a98efe4d107c1567d426526c661","26579.0016548187","No"
"0xb0a2852750b15038cf9b5be255a483e3063162d7","13859.465","No"
"0xb0d8e769ffebd9b95fdcea952915aa8cbca87990","1001","No"
"0xb11ad90f2170d7d7bebb046b3811cc7e18e05ad8","11155.2788664276","No"
"0xb18e5f56404f87a623d3e9139913a3c3f1f3fde7","49958.0142863579","No"
"0xb1dbda5d40dc8d3ff2f631bd13f9ed4216b3823f","130078.837339721","No"
"0xb23f23ada32f4f94b1a48e55340979a8b2095359","33086.7158431082","No"
"0xb273fcc3a9240c2f16faf84a10a782cdb62372ec","19007.305","No"
"0xb2907ce49debee7188d99d27a9a12590d699464a","1","No"
"0xb38603b9a66d463d06833283d564a1daf6be4afb","0.620963653586966","No"
"0xb39551d4214237d5344724d6dacadd9f8bfa1a8f","21293.5126432568","No"
"0xb3d5ce35089ab2bb967e81c00dbdc619f07a5322","6693.30377434989","No"
"0xb4a657b4af3dddd4b8eca57b5f28fd0634d98854","7015.892","No"
"0xb54fc16cf9a43167423a1d8395d7e88d8f0fbc3a","2436.08730086079","No"
"0xb59cc943ff7c1ef0526c7ca153251d3e69c9c374","6932","No"
"0xb6a34bd460f02241e80e031023ec20ce6fc310ae","2019630.985","No"
"0xb6b50fc0dd38a890715a36a8dda59ef274666987","0.741930266506649","No"
"0xb6e8b596d027da3c33d9c15eaf0522ef303ed508","6823.83559074919","No"
"0xb764a61dc5886e579337dffa297db3a08585ebdb","56180.213251988","No"
"0xb77a727ff73f5088e27644d8567269ae5b750d6a","32854.4665239668","No"
"0xb7834718a9747f300e42c4ef94b86ca21e632b84","18.152557205057","No"
"0xb7d0596e636dbec773075372868b14d5a224c0fd","128274.060462284","No"
"0xb88e6ba91212ac639ee0e734cac532ade4fe8dbf","1359811.7152","No"
"0xb8a670ae62c10363523402e29848477d60dc5388","261495","No"
"0xb8b7fbd673700f46215d2bf60baf20621b4412f4","7604.54459092032","No"
"0xb9805b28e758bba291bf72db9d14c6d33bf74a3f","70965","No"
"0xb994b03d0214c77dd8cb10eb8c8846e5fe8b65d2","17889.9631775952","No"
"0xb9a242145ba874896ebee6cc14c36dbeb9231430","1432.13410756","No"
"0xba75553964f57e612d487e7dc6770b7ed2cf0e09","54760.7560747688","No"
"0xba95274efdb07a3d851dbc3b01edc4fa24bccb4f","772078.952","No"
"0xbaad5a43c715813361c9eacfd96f2bb259b06585","14629.7386142683","No"
"0xbae304b1a1b5ed66b0c61291ae012e171dba067e","34491.1928820991","No"
"0xbaed3539203823f43cf5160e4fa5775dea2a5a6f","310501","No"
"0xbaf41f63c5b34e8d39b4ea7c5586b3b531574f18","11129.936","No"
"0xbb3f04ea632297eb75878010c564a0d80fec2af1","12861.9186389026","No"
"0xbbec52a7127a699820072e44038286e0dcfa9f3a","240481.753985622","No"
"0xbc2767b8aaca07446d7b633135980954a4e0e7d2","186300","No"
"0xbc80dbfc07d18208690f49dedb759d451b369c60","333956.540483203","No"
"0xbca8b072de18860a00c72782b3ead19ee13a9fcd","331279","No"
"0xbcfb82adba37191bdedfc3b46818a9d95f613124","9723.92775812504","No"
"0xbd8eb8842c1f7738c35e07fa488a2d2b365caca7","12677.0742166353","No"
"0xbdaaa11b2945d1a76e0328cd7ce7d7af13ac001f","18612.0565237464","No"
"0xbdca0feb9f3695aaf4a6582b3a35873d52135a5d","6155.936","No"
"0xbe51c2398d110274c36849bf83a32c0ed7f55fd3","507859.547346573","No"
